1591841241114218	0	1	0	0	-1	0
1591841241115521	37	0	2147483648	0	1	-1
1591841241116874	5	0	2147483648	0	1	-1
1591841241117993	4	0	34883409	0	1	-1
1591841241119055	3	0	1551822630	0	1	-1
1591841241120088	16	0	3624844780	0	1	-1
1591841241121149	2	0	1167240759	0	1	-1
1591841241122248	2	0	2147483648	0	1	-1
1591841241123317	39	0	2147483648	0	1	-1
1591841241124487	2	0	2147483648	0	1	-1
1591841241125605	3	0	2147483648	0	1	-1
1591841241126622	3	0	2147483648	0	1	-1
1591841241127914	5	0	2147483648	0	1	-1
1591841241129220	3	0	2147483648	0	1	-1
1591841241130538	5	0	2147483648	0	1	-1
1591841241131835	4	0	2147483648	0	1	-1
1591841241133136	4	0	2147483648	0	1	-1
1591841241134372	4	0	2147483648	0	1	-1
1591841241135697	5	0	2147483648	0	1	-1
1591841241136739	17	0	2147483648	0	1	-1
1591841241137823	11	0	2147483648	0	1	-1
1591841241138896	12	0	1494544295	0	1	-1
1591841241139968	5	2	2147483648	0	19	-1
1591841241141023	2	0	2247868075	0	1	-1
1591841241142138	2	2	2247868075	0	2	-1
1591841241143185	3	0	1015046692	0	1	-1
1591841241144357	14	0	377355494	0	1	-1
1591841241145535	11	2	1015046692	0	1	-1
1591841241146709	12	0	1457952832	0	1	-1
1591841241147867	5	0	2795275335	0	1	-1
1591841241148964	4	0	3330992543	0	1	-1
1591841241150108	9	0	992818444	0	1	-1
1591841241151158	7	0	1192934083	0	1	-1
1591841241152327	39	0	2185645798	0	1	-1
1591841241153696	7	0	1410312831	0	1	-1
1591841241155033	4	0	4136041533	0	1	-1
1591841241156370	4	0	86298639	0	1	-1
1591841241157688	25	0	2222672133	0	1	-1
1591841241158808	21	0	1107867521	0	1	-1
1591841241159898	2	2	86298639	0	10	-1
1591841241161025	21	2	1107867521	0	2	-1
1591841241162182	2	0	1972526404	0	1	-1
1591841241163198	1	0	1697911575	0	1	-1
1591841241164226	2	2	1972526404	0	1	-1
1591841241165523	4	0	2271466699	0	1	-1
1591841241166645	2	0	280434224	0	1	-1
1591841241167832	2	0	36531065	0	1	-1
1591841241169082	2	0	5207656	0	1	-1
1591841241170244	2	0	3552370725	0	1	-1
1591841241171368	2	0	1281956820	0	1	-1
1591841241172681	2	0	2860666675	0	1	-1
1591841241173814	2	0	2260252198	0	1	-1
1591841241175182	3	0	456437770	0	1	-1
1591841241176313	2	0	1687472670	0	1	-1
1591841241177345	3	2	456437770	0	10	-1
1591841241178611	2	0	683252913	0	1	-1
1591841241179873	2	0	3840772420	0	1	-1
1591841241180977	3	0	662760046	0	1	-1
1591841241182137	4	2	3840772420	0	3	-1
1591841241183185	7	0	34235405	0	1	-1
1591841241184366	8	0	2652607399	0	1	-1
1591841241185550	7	0	322229381	0	1	-1
1591841241186594	7	0	651531874	0	1	-1
1591841241187763	6	0	601529860	0	1	-1
1591841241188942	6	0	4219810437	0	1	-1
1591841241189998	6	2	601529860	0	6	-1
1591841241191166	10	0	694901700	0	1	-1
1591841241192349	9	0	1574416786	0	1	-1
1591841241193404	6	2	694901700	0	2	-1
1591841241194777	7	0	914473612	0	1	-1
1591841241195873	15	2	914473612	0	2	-1
1591841241196968	4	0	706096004	0	1	-1
1591841241198041	4	0	3494105296	0	1	-1
1591841241199167	3	2	706096004	0	1	-1
1591841241200292	9	0	1393985701	0	1	-1
1591841241201539	3	0	3506103294	0	1	-1
1591841241202586	46	0	87687669	0	1	-1
1591841241203657	2	2	87687669	0	4	-1
1591841241204923	4	0	2147483648	0	1	-1
1591841241205989	6	0	2147483648	0	1	-1
1591841241207281	2	2	2147483648	0	2	-1
1591841241208317	4	0	1997043082	0	1	-1
1591841241209617	21	0	3679261394	0	1	-1
1591841241210939	23	0	855500256	0	1	-1
1591841241212275	4	0	2147483648	0	1	-1
1591841241213606	5	0	2147483648	0	1	-1
1591841241214944	4	0	2147483648	0	1	-1
